scenario_id,step,F_lateral_kN,M_base_kNm,N_cycles,freq_Hz
23,1,59.69,303.3,199,0.194
23,2,107.01,543.7,398,0.194
23,3,178.49,906.9,597,0.194
23,4,185.05,940.3,796,0.194
23,5,248.92,1264.8,996,0.194
23,6,284.59,1446.0,1195,0.194
23,7,301.84,1533.7,1394,0.194
23,8,311.13,1580.9,1593,0.194
23,9,439.08,2231.0,1792,0.194
23,10,478.72,2432.4,1991,0.194
23,11,502.3,2552.3,2190,0.194
23,12,519.62,2640.3,2389,0.194
23,13,634.44,3223.7,2588,0.194
23,14,654.92,3327.7,2788,0.194
23,15,726.96,3693.7,2987,0.194
23,16,813.52,4133.6,3186,0.194
23,17,740.71,3763.6,3385,0.194
23,18,831.31,4224.0,3584,0.194
23,19,893.37,4539.3,3783,0.194
23,20,990.64,5033.5,3982,0.194
23,21,945.26,4802.9,4181,0.194
23,22,1099.78,5588.0,4380,0.194
23,23,1093.13,5554.3,4580,0.194
23,24,1133.52,5759.5,4779,0.194
23,25,1177.81,5984.5,4978,0.194
23,26,1218.01,6188.8,5177,0.194
23,27,1309.89,6655.7,5376,0.194
23,28,1293.74,6573.6,5575,0.194
23,29,1383.51,7029.7,5774,0.194
24,0,0.0,0.0,0,0.224
24,1,113.52,578.1,319,0.224
24,2,350.35,1784.1,639,0.224
24,3,421.72,2147.6,958,0.224
24,4,563.93,2871.8,1278,0.224
24,5,716.05,3646.5,1597,0.224
24,6,775.66,3950.1,1917,0.224
24,7,1007.25,5129.5,2236,0.224
24,8,1015.8,5173.0,2556,0.224
24,9,1204.39,6133.4,2875,0.224
24,10,1350.06,6875.2,3195,0.224
24,11,1517.67,7728.8,3514,0.224
24,12,1643.16,8367.8,3834,0.224
24,13,1767.98,9003.5,4153,0.224
24,14,1909.0,9721.7,4473,0.224
24,15,2016.41,10268.6,4792,0.224
24,16,2137.21,10883.8,5112,0.224
24,17,2340.31,11918.1,5431,0.224
24,18,2475.71,12607.6,5751,0.224
24,19,2638.82,13438.2,6070,0.224
24,20,2703.96,13770.0,6390,0.224
24,21,2884.83,14691.1,6709,0.224
24,22,2991.92,15236.4,7029,0.224
24,23,3172.53,16156.2,7348,0.224
24,24,3303.86,16825.0,7668,0.224
24,25,3415.92,17395.6,7987,0.224
24,26,3535.78,18006.0,8306,0.224
24,27,3711.17,18899.2,8626,0.224
24,28,3838.14,19545.8,8945,0.224
24,29,3934.58,20036.9,9265,0.224
25,0,0.0,0.0,0,0.186
25,1,158.23,1519.9,224,0.186
25,2,379.23,3642.8,448,0.186
25,3,535.05,5139.5,671,0.186
25,4,634.17,6091.6,895,0.186
25,5,799.39,7678.7,1119,0.186
25,6,1039.55,9985.6,1343,0.186
25,7,1134.13,10894.0,1566,0.186
25,8,1350.36,12971.1,1790,0.186
25,9,1483.48,14249.8,2014,0.186
25,10,1717.36,16496.4,2238,0.186
25,11,1812.62,17411.4,2461,0.186
25,12,2036.92,19566.0,2685,0.186
25,13,2175.05,20892.8,2909,0.186
25,14,2343.96,22515.3,3133,0.186
25,15,2444.17,23477.8,3356,0.186
25,16,2604.07,25013.8,3580,0.186
25,17,2830.43,27188.1,3804,0.186
25,18,3011.34,28925.9,4028,0.186
25,19,3137.06,30133.5,4251,0.186
25,20,3305.04,31747.1,4475,0.186
25,21,3521.43,33825.7,4699,0.186
25,22,3688.36,35429.1,4923,0.186
25,23,3834.22,36830.3,5146,0.186
25,24,4028.65,38697.8,5370,0.186
25,25,4136.9,39737.7,5594,0.186
25,26,4328.33,41576.5,5818,0.186
25,27,4555.33,43757.0,6041,0.186
25,28,4674.83,44904.8,6265,0.186
25,29,4843.46,46524.6,6489,0.186
26,0,69.18,683.7,0,0.16
26,1,86.1,850.9,145,0.16
26,2,280.04,2767.8,290,0.16
26,3,434.15,4290.8,435,0.16
26,4,502.56,4966.9,580,0.16
26,5,666.17,6584.0,725,0.16
26,6,738.99,7303.7,870,0.16
26,7,875.93,8657.1,1015,0.16
26,8,1036.15,10240.7,1160,0.16
26,9,1176.64,11629.1,1305,0.16
26,10,1314.38,12990.5,1450,0.16
26,11,1455.92,14389.4,1595,0.16
26,12,1534.88,15169.8,1740,0.16
26,13,1700.79,16809.5,1885,0.16
26,14,1782.79,17619.9,2030,0.16
26,15,1948.2,19254.7,2175,0.16
26,16,2055.43,20314.6,2320,0.16
26,17,2190.65,21651.0,2466,0.16
26,18,2318.06,22910.2,2611,0.16
26,19,2385.29,23574.7,2756,0.16
26,20,2527.79,24983.0,2901,0.16
26,21,2692.66,26612.5,3046,0.16
26,22,2767.04,27347.6,3191,0.16
26,23,2970.67,29360.2,3336,0.16
26,24,3099.96,30638.0,3481,0.16
26,25,3211.7,31742.4,3626,0.16
26,26,3296.33,32578.8,3771,0.16
26,27,3499.44,34586.2,3916,0.16
26,28,3647.23,36046.8,4061,0.16
26,29,3718.6,36752.2,4206,0.16
27,0,15.32,80.0,0,0.2
27,1,119.23,623.1,321,0.2
27,2,242.27,1266.0,642,0.2
27,3,335.96,1755.6,963,0.2
27,4,451.69,2360.4,1284,0.2
27,5,593.08,3099.2,1605,0.2
27,6,749.45,3916.4,1926,0.2
27,7,750.26,3920.7,2247,0.2
27,8,902.33,4715.3,2568,0.2
27,9,983.21,5138.0,2889,0.2
27,10,1179.57,6164.1,3211,0.2
27,11,1227.36,6413.8,3532,0.2
27,12,1314.87,6871.1,3853,0.2
27,13,1490.5,7788.9,4174,0.2
27,14,1636.86,8553.7,4495,0.2
27,15,1717.62,8975.8,4816,0.2
27,16,1817.04,9495.3,5137,0.2
27,17,1936.35,10118.8,5458,0.2
27,18,2079.7,10867.9,5779,0.2
27,19,2124.21,11100.5,6100,0.2
27,20,2260.26,11811.4,6421,0.2
27,21,2363.22,12349.5,6742,0.2
27,22,2454.94,12828.8,7063,0.2
27,23,2593.31,13551.8,7384,0.2
27,24,2749.57,14368.4,7705,0.2
27,25,2846.52,14875.1,8026,0.2
27,26,2962.03,15478.7,8347,0.2
27,27,3060.28,15992.1,8668,0.2
27,28,3184.76,16642.6,8989,0.2
27,29,3258.23,17026.5,9310,0.2
28,0,0.0,0.0,0,0.105
28,1,170.67,2025.8,271,0.105
28,2,338.15,4013.6,543,0.105
28,3,504.35,5986.3,814,0.105
28,4,655.51,7780.4,1086,0.105
28,5,813.25,9652.7,1357,0.105
28,6,1084.22,12868.9,1628,0.105
28,7,1181.6,14024.8,1900,0.105
28,8,1331.71,15806.4,2171,0.105
28,9,1477.23,17533.7,2443,0.105
28,10,1635.61,19413.5,2714,0.105
28,11,1810.13,21485.0,2985,0.105
28,12,1987.76,23593.2,3257,0.105
28,13,2087.47,24776.8,3528,0.105
28,14,2261.72,26845.0,3799,0.105
28,15,2454.61,29134.4,4071,0.105
28,16,2644.85,31392.4,4342,0.105
28,17,2796.37,33190.8,4614,0.105
28,18,3012.8,35759.8,4885,0.105
28,19,3088.9,36663.0,5156,0.105
28,20,3275.75,38880.8,5428,0.105
28,21,3508.81,41647.0,5699,0.105
28,22,3632.05,43109.8,5971,0.105
28,23,3819.58,45335.6,6242,0.105
28,24,4019.48,47708.4,6513,0.105
28,25,4102.05,48688.3,6785,0.105
28,26,4284.8,50857.4,7056,0.105
28,27,4444.52,52753.2,7328,0.105
28,28,4558.97,54111.6,7599,0.105
28,29,4773.21,56654.5,7870,0.105
29,0,26.43,209.9,0,0.293
29,1,111.8,887.7,72,0.293
29,2,209.73,1665.2,143,0.293
29,3,275.47,2187.2,215,0.293
29,4,362.63,2879.3,287,0.293
29,5,515.97,4096.8,359,0.293
29,6,558.55,4434.9,430,0.293
29,7,677.87,5382.3,502,0.293
29,8,769.52,6110.0,574,0.293
29,9,904.05,7178.2,646,0.293
29,10,984.92,7820.3,717,0.293
29,11,1012.5,8039.2,789,0.293
29,12,1111.3,8823.8,861,0.293
29,13,1259.88,10003.5,932,0.293
29,14,1336.16,10609.1,1004,0.293
29,15,1420.01,11274.9,1076,0.293
29,16,1559.71,12384.1,1148,0.293
29,17,1630.44,12945.8,1219,0.293
29,18,1721.97,13672.5,1291,0.293
29,19,1839.37,14604.6,1363,0.293
29,20,1900.3,15088.4,1435,0.293
29,21,2054.18,16310.3,1506,0.293
29,22,2079.06,16507.8,1578,0.293
29,23,2217.99,17610.9,1650,0.293
29,24,2336.88,18554.9,1721,0.293
29,25,2348.12,18644.1,1793,0.293
29,26,2474.72,19649.3,1865,0.293
29,27,2614.86,20762.1,1937,0.293
29,28,2710.89,21524.5,2008,0.293
29,29,2766.6,21966.9,2080,0.293
30,0,0.0,0.0,0,0.143
30,1,145.82,1545.6,48,0.143
30,2,269.79,2859.5,96,0.143
30,3,316.49,3354.5,144,0.143
30,4,432.46,4583.6,192,0.143
30,5,592.48,6279.6,241,0.143
30,6,721.74,7649.7,289,0.143
30,7,811.04,8596.1,337,0.143
30,8,957.53,10148.8,385,0.143
30,9,1032.99,10948.6,433,0.143
30,10,1108.0,11743.6,481,0.143
30,11,1275.87,13522.8,529,0.143
30,12,1407.62,14919.3,577,0.143
30,13,1514.6,16053.1,625,0.143
30,14,1605.26,17014.0,674,0.143
30,15,1702.69,18046.7,722,0.143
30,16,1858.88,19702.1,770,0.143
30,17,2018.38,21392.6,818,0.143
30,18,2146.28,22748.2,866,0.143
30,19,2261.37,23968.1,914,0.143
30,20,2318.4,24572.6,962,0.143
30,21,2425.41,25706.8,1010,0.143
30,22,2592.07,27473.1,1059,0.143
30,23,2713.36,28758.8,1107,0.143
30,24,2823.46,29925.7,1155,0.143
30,25,2868.18,30399.6,1203,0.143
30,26,3019.74,32006.0,1251,0.143
30,27,3162.0,33513.8,1299,0.143
30,28,3294.65,34919.7,1347,0.143
30,29,3420.19,36250.4,1395,0.143
31,0,4.33,34.7,0,0.111
31,1,110.11,881.9,234,0.111
31,2,202.92,1625.2,468,0.111
31,3,321.12,2571.9,702,0.111
31,4,410.12,3284.8,937,0.111
31,5,502.9,4027.8,1171,0.111
31,6,593.06,4749.9,1405,0.111
31,7,703.73,5636.3,1639,0.111
31,8,816.01,6535.6,1873,0.111
31,9,909.69,7285.8,2107,0.111
31,10,1013.27,8115.5,2342,0.111
31,11,1142.31,9149.0,2576,0.111
31,12,1210.17,9692.5,2810,0.111
31,13,1282.93,10275.2,3044,0.111
31,14,1429.09,11445.9,3278,0.111
31,15,1461.78,11707.7,3512,0.111
31,16,1570.51,12578.5,3747,0.111
31,17,1713.21,13721.5,3981,0.111
31,18,1818.81,14567.2,4215,0.111
31,19,1866.16,14946.4,4449,0.111
31,20,1992.21,15956.0,4683,0.111
31,21,2085.69,16704.7,4917,0.111
31,22,2189.46,17535.8,5151,0.111
31,23,2332.55,18681.9,5386,0.111
31,24,2425.63,19427.3,5620,0.111
31,25,2504.04,20055.3,5854,0.111
31,26,2588.42,20731.2,6088,0.111
31,27,2664.49,21340.4,6322,0.111
31,28,2847.77,22808.4,6556,0.111
31,29,2923.12,23411.8,6791,0.111
32,0,0.0,0.0,0,0.263
32,1,184.74,1232.5,195,0.263
32,2,324.2,2162.8,389,0.263
32,3,480.84,3207.9,584,0.263
32,4,665.66,4440.9,778,0.263
32,5,793.51,5293.8,973,0.263
32,6,968.59,6461.8,1167,0.263
32,7,1145.7,7643.4,1362,0.263
32,8,1290.23,8607.5,1557,0.263
32,9,1488.43,9929.8,1751,0.263
32,10,1687.58,11258.5,1946,0.263
32,11,1772.03,11821.8,2140,0.263
32,12,1907.86,12728.0,2335,0.263
32,13,2060.91,13749.1,2530,0.263
32,14,2279.6,15208.0,2724,0.263
32,15,2427.37,16193.8,2919,0.263
32,16,2616.66,17456.6,3113,0.263
32,17,2777.55,18530.0,3308,0.263
32,18,2888.63,19271.0,3502,0.263
32,19,3045.43,20317.1,3697,0.263
32,20,3271.9,21828.0,3892,0.263
32,21,3430.24,22884.3,4086,0.263
32,22,3576.55,23860.4,4281,0.263
32,23,3702.76,24702.4,4475,0.263
32,24,3929.77,26216.8,4670,0.263
32,25,4116.94,27465.5,4865,0.263
32,26,4250.27,28355.0,5059,0.263
32,27,4379.66,29218.2,5254,0.263
32,28,4569.57,30485.2,5448,0.263
32,29,4690.4,31291.3,5643,0.263
33,0,31.74,287.9,0,0.293
33,1,47.43,430.3,273,0.293
33,2,36.91,334.8,546,0.293
33,3,125.91,1142.2,819,0.293
33,4,193.81,1758.2,1092,0.293
33,5,214.89,1949.5,1365,0.293
33,6,261.59,2373.0,1638,0.293
33,7,278.11,2522.9,1911,0.293
33,8,376.81,3418.4,2184,0.293
33,9,385.34,3495.7,2457,0.293
33,10,385.08,3493.3,2730,0.293
33,11,483.61,4387.2,3003,0.293
33,12,569.16,5163.3,3276,0.293
33,13,573.1,5199.0,3549,0.293
33,14,681.82,6185.3,3822,0.293
33,15,687.53,6237.1,4095,0.293
33,16,729.8,6620.5,4368,0.293
33,17,760.76,6901.4,4641,0.293
33,18,807.54,7325.8,4914,0.293
33,19,846.66,7680.7,5188,0.293
33,20,890.48,8078.2,5461,0.293
33,21,960.45,8712.9,5734,0.293
33,22,961.42,8721.8,6007,0.293
33,23,1002.2,9091.7,6280,0.293
33,24,1045.76,9486.8,6553,0.293
33,25,1185.8,10757.3,6826,0.293
33,26,1185.32,10752.9,7099,0.293
33,27,1223.52,11099.4,7372,0.293
33,28,1227.64,11136.8,7645,0.293
33,29,1323.04,12002.3,7918,0.293
34,0,0.0,0.0,0,0.303
34,1,110.03,805.7,256,0.303
34,2,177.91,1302.8,511,0.303
34,3,315.62,2311.2,767,0.303
34,4,401.7,2941.5,1023,0.303
34,5,495.05,3625.1,1278,0.303
34,6,643.64,4713.2,1534,0.303
34,7,679.09,4972.8,1790,0.303
34,8,845.77,6193.3,2045,0.303
34,9,952.96,6978.3,2301,0.303
34,10,1009.64,7393.3,2557,0.303
34,11,1115.02,8165.0,2812,0.303
34,12,1236.54,9054.9,3068,0.303
34,13,1355.3,9924.5,3324,0.303
34,14,1445.85,10587.6,3579,0.303
34,15,1567.05,11475.1,3835,0.303
34,16,1710.53,12525.8,4091,0.303
34,17,1746.01,12785.6,4346,0.303
34,18,1813.39,13279.0,4602,0.303
34,19,1993.23,14595.9,4858,0.303
34,20,2122.55,15542.9,5113,0.303
34,21,2187.44,16018.0,5369,0.303
34,22,2246.63,16451.5,5625,0.303
34,23,2379.15,17421.9,5880,0.303
34,24,2452.91,17962.0,6136,0.303
34,25,2609.35,19107.6,6392,0.303
34,26,2653.13,19428.2,6647,0.303
34,27,2788.27,20417.8,6903,0.303
34,28,2870.75,21021.7,7159,0.303
34,29,3008.28,22028.9,7414,0.303
35,0,0.0,0.0,0,0.223
35,1,134.54,1392.2,217,0.223
35,2,259.14,2681.6,434,0.223
35,3,358.1,3705.7,651,0.223
35,4,535.75,5543.9,868,0.223
35,5,644.71,6671.5,1084,0.223
35,6,745.75,7717.1,1301,0.223
35,7,971.87,10056.9,1518,0.223
35,8,1048.17,10846.5,1735,0.223
35,9,1158.52,11988.3,1952,0.223
35,10,1334.8,13812.6,2169,0.223
35,11,1476.84,15282.3,2386,0.223
35,12,1546.46,16002.8,2603,0.223
35,13,1690.47,17493.0,2819,0.223
35,14,1779.65,18415.8,3036,0.223
35,15,1934.11,20014.2,3253,0.223
35,16,2061.79,21335.4,3470,0.223
35,17,2202.54,22791.9,3687,0.223
35,18,2336.21,24175.1,3904,0.223
35,19,2472.26,25582.9,4121,0.223
35,20,2591.83,26820.2,4338,0.223
35,21,2677.61,27707.9,4555,0.223
35,22,2815.01,29129.8,4771,0.223
35,23,2956.01,30588.8,4988,0.223
35,24,3093.17,32008.1,5205,0.223
35,25,3262.39,33759.3,5422,0.223
35,26,3325.22,34409.4,5639,0.223
35,27,3478.62,35996.8,5856,0.223
35,28,3647.17,37740.9,6073,0.223
35,29,3738.81,38689.3,6290,0.223
36,0,13.81,96.5,0,0.151
36,1,139.52,975.0,340,0.151
36,2,295.13,2062.4,680,0.151
36,3,424.28,2965.0,1021,0.151
36,4,594.86,4157.0,1361,0.151
36,5,672.2,4697.6,1701,0.151
36,6,851.37,5949.6,2041,0.151
36,7,1014.88,7092.2,2381,0.151
36,8,1165.7,8146.2,2721,0.151
36,9,1338.19,9351.7,3062,0.151
36,10,1425.38,9961.0,3402,0.151
36,11,1625.21,11357.4,3742,0.151
36,12,1704.76,11913.4,4082,0.151
36,13,1908.11,13334.4,4422,0.151
36,14,2036.48,14231.5,4763,0.151
36,15,2128.26,14872.9,5103,0.151
36,16,2308.59,16133.1,5443,0.151
36,17,2441.55,17062.3,5783,0.151
36,18,2605.57,18208.5,6123,0.151
36,19,2723.82,19034.8,6463,0.151
36,20,2865.01,20021.5,6804,0.151
36,21,3059.01,21377.2,7144,0.151
36,22,3158.69,22073.8,7484,0.151
36,23,3330.15,23272.0,7824,0.151
36,24,3442.31,24055.8,8164,0.151
36,25,3642.78,25456.8,8504,0.151
36,26,3716.14,25969.5,8845,0.151
36,27,3861.78,26987.2,9185,0.151
36,28,4069.65,28439.9,9525,0.151
36,29,4154.28,29031.3,9865,0.151
37,0,48.03,484.4,0,0.284
37,1,141.65,1428.5,186,0.284
37,2,225.16,2270.5,371,0.284
37,3,290.3,2927.4,557,0.284
37,4,459.02,4628.8,742,0.284
37,5,577.54,5824.0,928,0.284
37,6,724.41,7305.0,1114,0.284
37,7,851.95,8591.1,1299,0.284
37,8,898.64,9062.0,1485,0.284
37,9,1058.13,10670.2,1670,0.284
37,10,1171.95,11818.0,1856,0.284
37,11,1296.09,13069.9,2042,0.284
37,12,1393.75,14054.7,2227,0.284
37,13,1435.41,14474.8,2413,0.284
37,14,1603.93,16174.1,2598,0.284
37,15,1688.82,17030.1,2784,0.284
37,16,1832.31,18477.1,2970,0.284
37,17,1982.69,19993.5,3155,0.284
37,18,2077.34,20948.0,3341,0.284
37,19,2217.53,22361.7,3526,0.284
37,20,2308.24,23276.4,3712,0.284
37,21,2373.93,23938.9,3898,0.284
37,22,2452.16,24727.7,4083,0.284
37,23,2647.14,26694.0,4269,0.284
37,24,2751.16,27742.9,4455,0.284
37,25,2843.17,28670.7,4640,0.284
37,26,2936.36,29610.4,4826,0.284
37,27,3080.23,31061.3,5011,0.284
37,28,3211.34,32383.4,5197,0.284
37,29,3352.05,33802.3,5383,0.284
38,0,5.66,37.2,0,0.275
38,1,208.09,1368.0,42,0.275
38,2,288.63,1897.4,84,0.275
38,3,505.98,3326.2,126,0.275
38,4,640.82,4212.6,168,0.275
38,5,820.09,5391.1,210,0.275
38,6,946.01,6218.9,252,0.275
38,7,1151.11,7567.1,294,0.275
38,8,1287.66,8464.8,336,0.275
38,9,1418.27,9323.4,379,0.275
38,10,1598.15,10505.9,421,0.275
38,11,1751.17,11511.8,463,0.275
38,12,1932.88,12706.4,505,0.275
38,13,2042.67,13428.0,547,0.275
38,14,2237.03,14705.8,589,0.275
38,15,2409.62,15840.3,631,0.275
38,16,2558.6,16819.7,673,0.275
38,17,2757.87,18129.6,715,0.275
38,18,2900.53,19067.5,757,0.275
38,19,3036.94,19964.2,799,0.275
38,20,3203.52,21059.2,841,0.275
38,21,3365.74,22125.6,883,0.275
38,22,3528.81,23197.7,925,0.275
38,23,3621.8,23808.9,967,0.275
38,24,3827.37,25160.3,1009,0.275
38,25,3951.73,25977.9,1052,0.275
38,26,4194.47,27573.5,1094,0.275
38,27,4314.14,28360.3,1136,0.275
38,28,4470.02,29385.0,1178,0.275
38,29,4662.57,30650.8,1220,0.275
39,0,12.67,148.4,0,0.162
39,1,130.55,1528.7,286,0.162
39,2,326.7,3825.6,572,0.162
39,3,483.18,5657.9,859,0.162
39,4,605.31,7088.1,1145,0.162
39,5,801.35,9383.7,1431,0.162
39,6,980.97,11486.9,1717,0.162
39,7,1147.44,13436.2,2003,0.162
39,8,1270.83,14881.1,2290,0.162
39,9,1514.26,17731.6,2576,0.162
39,10,1641.06,19216.4,2862,0.162
39,11,1809.67,21190.7,3148,0.162
39,12,1984.97,23243.5,3434,0.162
39,13,2113.72,24751.1,3721,0.162
39,14,2315.47,27113.5,4007,0.162
39,15,2455.18,28749.5,4293,0.162
39,16,2603.7,30488.7,4579,0.162
39,17,2812.22,32930.4,4865,0.162
39,18,3004.18,35178.2,5152,0.162
39,19,3145.58,36834.0,5438,0.162
39,20,3315.94,38828.8,5724,0.162
39,21,3437.05,40246.9,6010,0.162
39,22,3569.15,41793.8,6296,0.162
39,23,3826.19,44803.8,6583,0.162
39,24,4007.54,46927.3,6869,0.162
39,25,4156.6,48672.7,7155,0.162
39,26,4264.65,49938.0,7441,0.162
39,27,4404.5,51575.6,7728,0.162
39,28,4571.58,53532.1,8014,0.162
39,29,4717.45,55240.2,8300,0.162
40,0,0.0,0.0,0,0.326
40,1,91.52,1147.7,89,0.326
40,2,82.46,1034.0,179,0.326
40,3,139.13,1744.6,268,0.326
40,4,214.69,2692.0,358,0.326
40,5,204.65,2566.2,447,0.326
40,6,321.19,4027.6,537,0.326
40,7,363.24,4554.8,626,0.326
40,8,342.9,4299.8,715,0.326
40,9,372.86,4675.5,805,0.326
40,10,454.46,5698.7,894,0.326
40,11,466.47,5849.3,984,0.326
40,12,485.56,6088.6,1073,0.326
40,13,602.04,7549.3,1163,0.326
40,14,643.45,8068.5,1252,0.326
40,15,654.98,8213.1,1341,0.326
40,16,655.78,8223.1,1431,0.326
40,17,700.14,8779.3,1520,0.326
40,18,783.6,9825.8,1610,0.326
40,19,808.74,10141.1,1699,0.326
40,20,856.85,10744.4,1789,0.326
40,21,941.1,11800.8,1878,0.326
40,22,975.79,12235.8,1967,0.326
40,23,1038.49,13022.1,2057,0.326
40,24,1010.79,12674.6,2146,0.326
40,25,1073.56,13461.8,2236,0.326
40,26,1149.98,14420.1,2325,0.326
40,27,1184.01,14846.8,2414,0.326
40,28,1259.89,15798.3,2504,0.326
40,29,1269.89,15923.7,2593,0.326
41,0,55.44,338.4,0,0.126
41,1,106.18,648.1,269,0.126
41,2,211.83,1293.0,538,0.126
41,3,260.24,1588.5,806,0.126
41,4,360.36,2199.6,1075,0.126
41,5,477.24,2913.0,1344,0.126
41,6,588.28,3590.8,1613,0.126
41,7,651.75,3978.3,1882,0.126
41,8,717.36,4378.7,2150,0.126
41,9,851.16,5195.4,2419,0.126
41,10,834.06,5091.1,2688,0.126
41,11,947.14,5781.3,2957,0.126
41,12,1100.23,6715.8,3226,0.126
41,13,1170.19,7142.8,3494,0.126
41,14,1277.92,7800.3,3763,0.126
41,15,1351.66,8250.5,4032,0.126
41,16,1456.84,8892.5,4301,0.126
41,17,1505.26,9188.0,4570,0.126
41,18,1636.79,9990.9,4838,0.126
41,19,1739.49,10617.8,5107,0.126
41,20,1836.26,11208.4,5376,0.126
41,21,1950.03,11902.9,5645,0.126
41,22,1986.93,12128.1,5914,0.126
41,23,2077.81,12682.8,6182,0.126
41,24,2113.88,12903.0,6451,0.126
41,25,2233.61,13633.8,6720,0.126
41,26,2333.74,14245.0,6989,0.126
41,27,2461.03,15022.0,7258,0.126
41,28,2501.17,15267.0,7526,0.126
41,29,2633.37,16074.0,7795,0.126
42,0,0.0,0.0,0,0.346
42,1,32.4,313.6,330,0.346
42,2,82.9,802.3,660,0.346
42,3,101.42,981.6,991,0.346
42,4,138.0,1335.6,1321,0.346
42,5,137.45,1330.2,1651,0.346
42,6,218.87,2118.3,1981,0.346
42,7,249.63,2415.9,2311,0.346
42,8,286.27,2770.5,2641,0.346
42,9,351.97,3406.4,2972,0.346
42,10,396.94,3841.6,3302,0.346
42,11,421.87,4082.9,3632,0.346
42,12,482.48,4669.5,3962,0.346
42,13,507.61,4912.6,4292,0.346
42,14,519.21,5024.9,4623,0.346
42,15,551.89,5341.2,4953,0.346
42,16,612.88,5931.5,5283,0.346
42,17,658.43,6372.3,5613,0.346
42,18,720.87,6976.6,5943,0.346
42,19,752.39,7281.6,6274,0.346
42,20,738.13,7143.6,6604,0.346
42,21,789.03,7636.2,6934,0.346
42,22,849.94,8225.7,7264,0.346
42,23,899.57,8706.0,7594,0.346
42,24,933.41,9033.6,7924,0.346
42,25,941.05,9107.5,8255,0.346
42,26,943.06,9127.0,8585,0.346
42,27,988.43,9566.1,8915,0.346
42,28,1064.3,10300.3,9245,0.346
42,29,1104.1,10685.5,9575,0.346
43,0,0.0,0.0,0,0.315
43,1,81.26,463.9,241,0.315
43,2,178.78,1020.6,483,0.315
43,3,205.22,1171.6,724,0.315
43,4,352.83,2014.2,965,0.315
43,5,388.27,2216.5,1207,0.315
43,6,517.25,2952.8,1448,0.315
43,7,543.43,3102.3,1689,0.315
43,8,608.56,3474.1,1931,0.315
43,9,705.53,4027.7,2172,0.315
43,10,796.34,4546.1,2413,0.315
43,11,867.46,4952.1,2655,0.315
43,12,952.55,5437.9,2896,0.315
43,13,1048.97,5988.3,3137,0.315
43,14,1113.74,6358.0,3378,0.315
43,15,1196.81,6832.2,3620,0.315
43,16,1227.44,7007.1,3861,0.315
43,17,1370.38,7823.1,4102,0.315
43,18,1435.88,8197.0,4344,0.315
43,19,1566.78,8944.3,4585,0.315
43,20,1570.2,8963.8,4826,0.315
43,21,1624.06,9271.3,5068,0.315
43,22,1776.77,10143.1,5309,0.315
43,23,1848.55,10552.8,5550,0.315
43,24,1887.82,10777.0,5792,0.315
43,25,1952.1,11144.0,6033,0.315
43,26,2124.03,12125.5,6274,0.315
43,27,2200.25,12560.6,6516,0.315
43,28,2163.12,12348.7,6757,0.315
43,29,2303.92,13152.4,6998,0.315
44,0,49.93,548.3,0,0.272
44,1,94.25,1035.1,207,0.272
44,2,202.35,2222.2,414,0.272
44,3,317.12,3482.5,621,0.272
44,4,400.51,4398.3,828,0.272
44,5,491.52,5397.8,1035,0.272
44,6,682.78,7498.1,1242,0.272
44,7,704.45,7736.1,1448,0.272
44,8,875.69,9616.6,1655,0.272
44,9,1003.4,11019.2,1862,0.272
44,10,1041.8,11440.9,2069,0.272
44,11,1166.14,12806.4,2276,0.272
44,12,1338.8,14702.4,2483,0.272
44,13,1426.92,15670.2,2690,0.272
44,14,1500.95,16483.2,2897,0.272
44,15,1664.07,18274.5,3104,0.272
44,16,1772.73,19467.8,3311,0.272
44,17,1853.14,20350.9,3518,0.272
44,18,1926.6,21157.6,3725,0.272
44,19,2049.73,22509.8,3931,0.272
44,20,2179.26,23932.3,4138,0.272
44,21,2273.55,24967.7,4345,0.272
44,22,2415.91,26531.1,4552,0.272
44,23,2450.38,26909.6,4759,0.272
44,24,2559.98,28113.2,4966,0.272
44,25,2718.76,29857.0,5173,0.272
44,26,2807.13,30827.4,5380,0.272
44,27,2911.59,31974.6,5587,0.272
44,28,2985.9,32790.6,5794,0.272
44,29,3148.06,34571.4,6001,0.272
45,0,0.0,0.0,0,0.335
45,1,179.71,1373.7,161,0.335
45,2,322.29,2463.6,321,0.335
45,3,476.35,3641.2,482,0.335
45,4,675.75,5165.5,642,0.335
45,5,761.17,5818.4,803,0.335
45,6,976.75,7466.3,964,0.335
45,7,1070.63,8184.0,1124,0.335
45,8,1255.73,9598.8,1285,0.335
45,9,1404.61,10736.9,1446,0.335
45,10,1624.55,12418.2,1606,0.335
45,11,1759.24,13447.7,1767,0.335
45,12,1920.91,14683.5,1927,0.335
45,13,2048.22,15656.7,2088,0.335
45,14,2232.54,17065.7,2249,0.335
45,15,2378.74,18183.2,2409,0.335
45,16,2573.26,19670.1,2570,0.335
45,17,2692.13,20578.8,2730,0.335
45,18,2921.87,22334.9,2891,0.335
45,19,2991.82,22869.6,3052,0.335
45,20,3178.0,24292.7,3212,0.335
45,21,3412.62,26086.2,3373,0.335
45,22,3509.36,26825.7,3534,0.335
45,23,3643.08,27847.8,3694,0.335
45,24,3849.2,29423.5,3855,0.335
45,25,3988.48,30488.1,4015,0.335
45,26,4137.77,31629.3,4176,0.335
